| time  |reset|ARegister|DRegister|PC[]|RAM16K[16|RAM16K[17|
| 476   |  0  |      17 |      34 |  14|      34 |     595 |
| 477   |  0  |      16 |      34 |  15|      34 |     595 |
| 478   |  0  |      16 |      34 |  16|      35 |     595 |
| 479   |  0  |       4 |      34 |  17|      35 |     595 |
| 480   |  0  |       4 |      34 |   4|      35 |     595 |
| 481   |  0  |      16 |      34 |   5|      35 |     595 |
| 482   |  0  |      16 |      35 |   6|      35 |     595 |
| 483   |  0  |     100 |      35 |   7|      35 |     595 |
| 484   |  0  |     100 |     -65 |   8|      35 |     595 |
| 485   |  0  |      18 |     -65 |   9|      35 |     595 |
| 486   |  0  |      18 |     -65 |  10|      35 |     595 |
| 487   |  0  |      16 |     -65 |  11|      35 |     595 |
| 488   |  0  |      16 |      35 |  12|      35 |     595 |
| 489   |  0  |      17 |      35 |  13|      35 |     595 |
| 490   |  0  |      17 |      35 |  14|      35 |     630 |
| 491   |  0  |      16 |      35 |  15|      35 |     630 |
| 492   |  0  |      16 |      35 |  16|      36 |     630 |
| 493   |  0  |       4 |      35 |  17|      36 |     630 |
| 494   |  0  |       4 |      35 |   4|      36 |     630 |
| 495   |  0  |      16 |      35 |   5|      36 |     630 |
| 496   |  0  |      16 |      36 |   6|      36 |     630 |
| 497   |  0  |     100 |      36 |   7|      36 |     630 |
| 498   |  0  |     100 |     -64 |   8|      36 |     630 |
| 499   |  0  |      18 |     -64 |   9|      36 |     630 |
| 500   |  0  |      18 |     -64 |  10|      36 |     630 |
| 501   |  0  |      16 |     -64 |  11|      36 |     630 |
| 502   |  0  |      16 |      36 |  12|      36 |     630 |
| 503   |  0  |      17 |      36 |  13|      36 |     630 |
| 504   |  0  |      17 |      36 |  14|      36 |     666 |
| 505   |  0  |      16 |      36 |  15|      36 |     666 |
| 506   |  0  |      16 |      36 |  16|      37 |     666 |
| 507   |  0  |       4 |      36 |  17|      37 |     666 |
| 508   |  0  |       4 |      36 |   4|      37 |     666 |
| 509   |  0  |      16 |      36 |   5|      37 |     666 |
| 510   |  0  |      16 |      37 |   6|      37 |     666 |
| 511   |  0  |     100 |      37 |   7|      37 |     666 |
| 512   |  0  |     100 |     -63 |   8|      37 |     666 |
| 513   |  0  |      18 |     -63 |   9|      37 |     666 |
| 514   |  0  |      18 |     -63 |  10|      37 |     666 |
| 515   |  0  |      16 |     -63 |  11|      37 |     666 |
| 516   |  0  |      16 |      37 |  12|      37 |     666 |
| 517   |  0  |      17 |      37 |  13|      37 |     666 |
| 518   |  0  |      17 |      37 |  14|      37 |     703 |
| 519   |  0  |      16 |      37 |  15|      37 |     703 |
| 520   |  0  |      16 |      37 |  16|      38 |     703 |
| 521   |  0  |       4 |      37 |  17|      38 |     703 |
| 522   |  0  |       4 |      37 |   4|      38 |     703 |
| 523   |  0  |      16 |      37 |   5|      38 |     703 |
| 524   |  0  |      16 |      38 |   6|      38 |     703 |
| 525   |  0  |     100 |      38 |   7|      38 |     703 |
| 526   |  0  |     100 |     -62 |   8|      38 |     703 |
| 527   |  0  |      18 |     -62 |   9|      38 |     703 |
| 528   |  0  |      18 |     -62 |  10|      38 |     703 |
| 529   |  0  |      16 |     -62 |  11|      38 |     703 |
| 530   |  0  |      16 |      38 |  12|      38 |     703 |
| 531   |  0  |      17 |      38 |  13|      38 |     703 |
| 532   |  0  |      17 |      38 |  14|      38 |     741 |
| 533   |  0  |      16 |      38 |  15|      38 |     741 |
| 534   |  0  |      16 |      38 |  16|      39 |     741 |
| 535   |  0  |       4 |      38 |  17|      39 |     741 |
| 536   |  0  |       4 |      38 |   4|      39 |     741 |
| 537   |  0  |      16 |      38 |   5|      39 |     741 |
| 538   |  0  |      16 |      39 |   6|      39 |     741 |
| 539   |  0  |     100 |      39 |   7|      39 |     741 |
| 540   |  0  |     100 |     -61 |   8|      39 |     741 |
| 541   |  0  |      18 |     -61 |   9|      39 |     741 |
| 542   |  0  |      18 |     -61 |  10|      39 |     741 |
| 543   |  0  |      16 |     -61 |  11|      39 |     741 |
| 544   |  0  |      16 |      39 |  12|      39 |     741 |
| 545   |  0  |      17 |      39 |  13|      39 |     741 |
| 546   |  0  |      17 |      39 |  14|      39 |     780 |
| 547   |  0  |      16 |      39 |  15|      39 |     780 |
| 548   |  0  |      16 |      39 |  16|      40 |     780 |
| 549   |  0  |       4 |      39 |  17|      40 |     780 |
| 550   |  0  |       4 |      39 |   4|      40 |     780 |
| 551   |  0  |      16 |      39 |   5|      40 |     780 |
| 552   |  0  |      16 |      40 |   6|      40 |     780 |
| 553   |  0  |     100 |      40 |   7|      40 |     780 |
| 554   |  0  |     100 |     -60 |   8|      40 |     780 |
| 555   |  0  |      18 |     -60 |   9|      40 |     780 |
| 556   |  0  |      18 |     -60 |  10|      40 |     780 |
| 557   |  0  |      16 |     -60 |  11|      40 |     780 |
| 558   |  0  |      16 |      40 |  12|      40 |     780 |
| 559   |  0  |      17 |      40 |  13|      40 |     780 |
| 560   |  0  |      17 |      40 |  14|      40 |     820 |
| 561   |  0  |      16 |      40 |  15|      40 |     820 |
| 562   |  0  |      16 |      40 |  16|      41 |     820 |
| 563   |  0  |       4 |      40 |  17|      41 |     820 |
| 564   |  0  |       4 |      40 |   4|      41 |     820 |
| 565   |  0  |      16 |      40 |   5|      41 |     820 |
| 566   |  0  |      16 |      41 |   6|      41 |     820 |
| 567   |  0  |     100 |      41 |   7|      41 |     820 |
| 568   |  0  |     100 |     -59 |   8|      41 |     820 |
| 569   |  0  |      18 |     -59 |   9|      41 |     820 |
| 570   |  0  |      18 |     -59 |  10|      41 |     820 |
| 571   |  0  |      16 |     -59 |  11|      41 |     820 |
| 572   |  0  |      16 |      41 |  12|      41 |     820 |
| 573   |  0  |      17 |      41 |  13|      41 |     820 |
| 574   |  0  |      17 |      41 |  14|      41 |     861 |
| 575   |  0  |      16 |      41 |  15|      41 |     861 |
| 576   |  0  |      16 |      41 |  16|      42 |     861 |
| 577   |  0  |       4 |      41 |  17|      42 |     861 |
| 578   |  0  |       4 |      41 |   4|      42 |     861 |
| 579   |  0  |      16 |      41 |   5|      42 |     861 |
| 580   |  0  |      16 |      42 |   6|      42 |     861 |
| 581   |  0  |     100 |      42 |   7|      42 |     861 |
| 582   |  0  |     100 |     -58 |   8|      42 |     861 |
| 583   |  0  |      18 |     -58 |   9|      42 |     861 |
| 584   |  0  |      18 |     -58 |  10|      42 |     861 |
| 585   |  0  |      16 |     -58 |  11|      42 |     861 |
| 586   |  0  |      16 |      42 |  12|      42 |     861 |
| 587   |  0  |      17 |      42 |  13|      42 |     861 |
| 588   |  0  |      17 |      42 |  14|      42 |     903 |
| 589   |  0  |      16 |      42 |  15|      42 |     903 |
| 590   |  0  |      16 |      42 |  16|      43 |     903 |
| 591   |  0  |       4 |      42 |  17|      43 |     903 |
| 592   |  0  |       4 |      42 |   4|      43 |     903 |
| 593   |  0  |      16 |      42 |   5|      43 |     903 |
| 594   |  0  |      16 |      43 |   6|      43 |     903 |
| 595   |  0  |     100 |      43 |   7|      43 |     903 |
| 596   |  0  |     100 |     -57 |   8|      43 |     903 |
| 597   |  0  |      18 |     -57 |   9|      43 |     903 |
| 598   |  0  |      18 |     -57 |  10|      43 |     903 |
| 599   |  0  |      16 |     -57 |  11|      43 |     903 |
| 600   |  0  |      16 |      43 |  12|      43 |     903 |
| 601   |  0  |      17 |      43 |  13|      43 |     903 |
| 602   |  0  |      17 |      43 |  14|      43 |     946 |
| 603   |  0  |      16 |      43 |  15|      43 |     946 |
| 604   |  0  |      16 |      43 |  16|      44 |     946 |
| 605   |  0  |       4 |      43 |  17|      44 |     946 |
| 606   |  0  |       4 |      43 |   4|      44 |     946 |
| 607   |  0  |      16 |      43 |   5|      44 |     946 |
| 608   |  0  |      16 |      44 |   6|      44 |     946 |
| 609   |  0  |     100 |      44 |   7|      44 |     946 |
| 610   |  0  |     100 |     -56 |   8|      44 |     946 |
| 611   |  0  |      18 |     -56 |   9|      44 |     946 |
| 612   |  0  |      18 |     -56 |  10|      44 |     946 |
| 613   |  0  |      16 |     -56 |  11|      44 |     946 |
| 614   |  0  |      16 |      44 |  12|      44 |     946 |
| 615   |  0  |      17 |      44 |  13|      44 |     946 |
| 616   |  0  |      17 |      44 |  14|      44 |     990 |
| 617   |  0  |      16 |      44 |  15|      44 |     990 |
| 618   |  0  |      16 |      44 |  16|      45 |     990 |
| 619   |  0  |       4 |      44 |  17|      45 |     990 |
| 620   |  0  |       4 |      44 |   4|      45 |     990 |
| 621   |  0  |      16 |      44 |   5|      45 |     990 |
| 622   |  0  |      16 |      45 |   6|      45 |     990 |
| 623   |  0  |     100 |      45 |   7|      45 |     990 |
| 624   |  0  |     100 |     -55 |   8|      45 |     990 |
| 625   |  0  |      18 |     -55 |   9|      45 |     990 |
| 626   |  0  |      18 |     -55 |  10|      45 |     990 |
| 627   |  0  |      16 |     -55 |  11|      45 |     990 |
| 628   |  0  |      16 |      45 |  12|      45 |     990 |
| 629   |  0  |      17 |      45 |  13|      45 |     990 |
| 630   |  0  |      17 |      45 |  14|      45 |    1035 |
| 631   |  0  |      16 |      45 |  15|      45 |    1035 |
| 632   |  0  |      16 |      45 |  16|      46 |    1035 |
| 633   |  0  |       4 |      45 |  17|      46 |    1035 |
| 634   |  0  |       4 |      45 |   4|      46 |    1035 |
| 635   |  0  |      16 |      45 |   5|      46 |    1035 |
| 636   |  0  |      16 |      46 |   6|      46 |    1035 |
| 637   |  0  |     100 |      46 |   7|      46 |    1035 |
| 638   |  0  |     100 |     -54 |   8|      46 |    1035 |
| 639   |  0  |      18 |     -54 |   9|      46 |    1035 |
| 640   |  0  |      18 |     -54 |  10|      46 |    1035 |
| 641   |  0  |      16 |     -54 |  11|      46 |    1035 |
| 642   |  0  |      16 |      46 |  12|      46 |    1035 |
| 643   |  0  |      17 |      46 |  13|      46 |    1035 |
| 644   |  0  |      17 |      46 |  14|      46 |    1081 |
| 645   |  0  |      16 |      46 |  15|      46 |    1081 |
| 646   |  0  |      16 |      46 |  16|      47 |    1081 |
| 647   |  0  |       4 |      46 |  17|      47 |    1081 |
| 648   |  0  |       4 |      46 |   4|      47 |    1081 |
| 649   |  0  |      16 |      46 |   5|      47 |    1081 |
| 650   |  0  |      16 |      47 |   6|      47 |    1081 |
| 651   |  0  |     100 |      47 |   7|      47 |    1081 |
| 652   |  0  |     100 |     -53 |   8|      47 |    1081 |
| 653   |  0  |      18 |     -53 |   9|      47 |    1081 |
| 654   |  0  |      18 |     -53 |  10|      47 |    1081 |
| 655   |  0  |      16 |     -53 |  11|      47 |    1081 |
| 656   |  0  |      16 |      47 |  12|      47 |    1081 |
| 657   |  0  |      17 |      47 |  13|      47 |    1081 |
| 658   |  0  |      17 |      47 |  14|      47 |    1128 |
| 659   |  0  |      16 |      47 |  15|      47 |    1128 |
| 660   |  0  |      16 |      47 |  16|      48 |    1128 |
| 661   |  0  |       4 |      47 |  17|      48 |    1128 |
| 662   |  0  |       4 |      47 |   4|      48 |    1128 |
| 663   |  0  |      16 |      47 |   5|      48 |    1128 |
| 664   |  0  |      16 |      48 |   6|      48 |    1128 |
| 665   |  0  |     100 |      48 |   7|      48 |    1128 |
| 666   |  0  |     100 |     -52 |   8|      48 |    1128 |
| 667   |  0  |      18 |     -52 |   9|      48 |    1128 |
| 668   |  0  |      18 |     -52 |  10|      48 |    1128 |
| 669   |  0  |      16 |     -52 |  11|      48 |    1128 |
| 670   |  0  |      16 |      48 |  12|      48 |    1128 |
| 671   |  0  |      17 |      48 |  13|      48 |    1128 |
| 672   |  0  |      17 |      48 |  14|      48 |    1176 |
| 673   |  0  |      16 |      48 |  15|      48 |    1176 |
| 674   |  0  |      16 |      48 |  16|      49 |    1176 |
| 675   |  0  |       4 |      48 |  17|      49 |    1176 |
| 676   |  0  |       4 |      48 |   4|      49 |    1176 |
| 677   |  0  |      16 |      48 |   5|      49 |    1176 |
| 678   |  0  |      16 |      49 |   6|      49 |    1176 |
| 679   |  0  |     100 |      49 |   7|      49 |    1176 |
| 680   |  0  |     100 |     -51 |   8|      49 |    1176 |
| 681   |  0  |      18 |     -51 |   9|      49 |    1176 |
| 682   |  0  |      18 |     -51 |  10|      49 |    1176 |
| 683   |  0  |      16 |     -51 |  11|      49 |    1176 |
| 684   |  0  |      16 |      49 |  12|      49 |    1176 |
| 685   |  0  |      17 |      49 |  13|      49 |    1176 |
| 686   |  0  |      17 |      49 |  14|      49 |    1225 |
| 687   |  0  |      16 |      49 |  15|      49 |    1225 |
| 688   |  0  |      16 |      49 |  16|      50 |    1225 |
| 689   |  0  |       4 |      49 |  17|      50 |    1225 |
| 690   |  0  |       4 |      49 |   4|      50 |    1225 |
| 691   |  0  |      16 |      49 |   5|      50 |    1225 |
| 692   |  0  |      16 |      50 |   6|      50 |    1225 |
| 693   |  0  |     100 |      50 |   7|      50 |    1225 |
| 694   |  0  |     100 |     -50 |   8|      50 |    1225 |
| 695   |  0  |      18 |     -50 |   9|      50 |    1225 |
| 696   |  0  |      18 |     -50 |  10|      50 |    1225 |
| 697   |  0  |      16 |     -50 |  11|      50 |    1225 |
| 698   |  0  |      16 |      50 |  12|      50 |    1225 |
| 699   |  0  |      17 |      50 |  13|      50 |    1225 |
| 700   |  0  |      17 |      50 |  14|      50 |    1275 |
| 701   |  0  |      16 |      50 |  15|      50 |    1275 |
| 702   |  0  |      16 |      50 |  16|      51 |    1275 |
| 703   |  0  |       4 |      50 |  17|      51 |    1275 |
| 704   |  0  |       4 |      50 |   4|      51 |    1275 |
| 705   |  0  |      16 |      50 |   5|      51 |    1275 |
| 706   |  0  |      16 |      51 |   6|      51 |    1275 |
| 707   |  0  |     100 |      51 |   7|      51 |    1275 |
| 708   |  0  |     100 |     -49 |   8|      51 |    1275 |
| 709   |  0  |      18 |     -49 |   9|      51 |    1275 |
| 710   |  0  |      18 |     -49 |  10|      51 |    1275 |
| 711   |  0  |      16 |     -49 |  11|      51 |    1275 |
| 712   |  0  |      16 |      51 |  12|      51 |    1275 |
| 713   |  0  |      17 |      51 |  13|      51 |    1275 |
| 714   |  0  |      17 |      51 |  14|      51 |    1326 |
| 715   |  0  |      16 |      51 |  15|      51 |    1326 |
| 716   |  0  |      16 |      51 |  16|      52 |    1326 |
| 717   |  0  |       4 |      51 |  17|      52 |    1326 |
| 718   |  0  |       4 |      51 |   4|      52 |    1326 |
| 719   |  0  |      16 |      51 |   5|      52 |    1326 |
| 720   |  0  |      16 |      52 |   6|      52 |    1326 |
| 721   |  0  |     100 |      52 |   7|      52 |    1326 |
| 722   |  0  |     100 |     -48 |   8|      52 |    1326 |
| 723   |  0  |      18 |     -48 |   9|      52 |    1326 |
| 724   |  0  |      18 |     -48 |  10|      52 |    1326 |
| 725   |  0  |      16 |     -48 |  11|      52 |    1326 |
| 726   |  0  |      16 |      52 |  12|      52 |    1326 |
| 727   |  0  |      17 |      52 |  13|      52 |    1326 |
| 728   |  0  |      17 |      52 |  14|      52 |    1378 |
| 729   |  0  |      16 |      52 |  15|      52 |    1378 |
| 730   |  0  |      16 |      52 |  16|      53 |    1378 |
| 731   |  0  |       4 |      52 |  17|      53 |    1378 |
| 732   |  0  |       4 |      52 |   4|      53 |    1378 |
| 733   |  0  |      16 |      52 |   5|      53 |    1378 |
| 734   |  0  |      16 |      53 |   6|      53 |    1378 |
| 735   |  0  |     100 |      53 |   7|      53 |    1378 |
| 736   |  0  |     100 |     -47 |   8|      53 |    1378 |
| 737   |  0  |      18 |     -47 |   9|      53 |    1378 |
| 738   |  0  |      18 |     -47 |  10|      53 |    1378 |
| 739   |  0  |      16 |     -47 |  11|      53 |    1378 |
| 740   |  0  |      16 |      53 |  12|      53 |    1378 |
| 741   |  0  |      17 |      53 |  13|      53 |    1378 |
| 742   |  0  |      17 |      53 |  14|      53 |    1431 |
| 743   |  0  |      16 |      53 |  15|      53 |    1431 |
| 744   |  0  |      16 |      53 |  16|      54 |    1431 |
| 745   |  0  |       4 |      53 |  17|      54 |    1431 |
| 746   |  0  |       4 |      53 |   4|      54 |    1431 |
| 747   |  0  |      16 |      53 |   5|      54 |    1431 |
| 748   |  0  |      16 |      54 |   6|      54 |    1431 |
| 749   |  0  |     100 |      54 |   7|      54 |    1431 |
| 750   |  0  |     100 |     -46 |   8|      54 |    1431 |
| 751   |  0  |      18 |     -46 |   9|      54 |    1431 |
| 752   |  0  |      18 |     -46 |  10|      54 |    1431 |
| 753   |  0  |      16 |     -46 |  11|      54 |    1431 |
| 754   |  0  |      16 |      54 |  12|      54 |    1431 |
| 755   |  0  |      17 |      54 |  13|      54 |    1431 |
| 756   |  0  |      17 |      54 |  14|      54 |    1485 |
| 757   |  0  |      16 |      54 |  15|      54 |    1485 |
| 758   |  0  |      16 |      54 |  16|      55 |    1485 |
| 759   |  0  |       4 |      54 |  17|      55 |    1485 |
| 760   |  0  |       4 |      54 |   4|      55 |    1485 |
| 761   |  0  |      16 |      54 |   5|      55 |    1485 |
| 762   |  0  |      16 |      55 |   6|      55 |    1485 |
| 763   |  0  |     100 |      55 |   7|      55 |    1485 |
| 764   |  0  |     100 |     -45 |   8|      55 |    1485 |
| 765   |  0  |      18 |     -45 |   9|      55 |    1485 |
| 766   |  0  |      18 |     -45 |  10|      55 |    1485 |
| 767   |  0  |      16 |     -45 |  11|      55 |    1485 |
| 768   |  0  |      16 |      55 |  12|      55 |    1485 |
| 769   |  0  |      17 |      55 |  13|      55 |    1485 |
| 770   |  0  |      17 |      55 |  14|      55 |    1540 |
| 771   |  0  |      16 |      55 |  15|      55 |    1540 |
| 772   |  0  |      16 |      55 |  16|      56 |    1540 |
| 773   |  0  |       4 |      55 |  17|      56 |    1540 |
| 774   |  0  |       4 |      55 |   4|      56 |    1540 |
| 775   |  0  |      16 |      55 |   5|      56 |    1540 |
| 776   |  0  |      16 |      56 |   6|      56 |    1540 |
| 777   |  0  |     100 |      56 |   7|      56 |    1540 |
| 778   |  0  |     100 |     -44 |   8|      56 |    1540 |
| 779   |  0  |      18 |     -44 |   9|      56 |    1540 |
| 780   |  0  |      18 |     -44 |  10|      56 |    1540 |
| 781   |  0  |      16 |     -44 |  11|      56 |    1540 |
| 782   |  0  |      16 |      56 |  12|      56 |    1540 |
| 783   |  0  |      17 |      56 |  13|      56 |    1540 |
| 784   |  0  |      17 |      56 |  14|      56 |    1596 |
| 785   |  0  |      16 |      56 |  15|      56 |    1596 |
| 786   |  0  |      16 |      56 |  16|      57 |    1596 |
| 787   |  0  |       4 |      56 |  17|      57 |    1596 |
| 788   |  0  |       4 |      56 |   4|      57 |    1596 |
| 789   |  0  |      16 |      56 |   5|      57 |    1596 |
| 790   |  0  |      16 |      57 |   6|      57 |    1596 |
| 791   |  0  |     100 |      57 |   7|      57 |    1596 |
| 792   |  0  |     100 |     -43 |   8|      57 |    1596 |
| 793   |  0  |      18 |     -43 |   9|      57 |    1596 |
| 794   |  0  |      18 |     -43 |  10|      57 |    1596 |
| 795   |  0  |      16 |     -43 |  11|      57 |    1596 |
| 796   |  0  |      16 |      57 |  12|      57 |    1596 |
| 797   |  0  |      17 |      57 |  13|      57 |    1596 |
| 798   |  0  |      17 |      57 |  14|      57 |    1653 |
| 799   |  0  |      16 |      57 |  15|      57 |    1653 |
| 800   |  0  |      16 |      57 |  16|      58 |    1653 |
| 801   |  0  |       4 |      57 |  17|      58 |    1653 |
| 802   |  0  |       4 |      57 |   4|      58 |    1653 |
| 803   |  0  |      16 |      57 |   5|      58 |    1653 |
| 804   |  0  |      16 |      58 |   6|      58 |    1653 |
| 805   |  0  |     100 |      58 |   7|      58 |    1653 |
| 806   |  0  |     100 |     -42 |   8|      58 |    1653 |
| 807   |  0  |      18 |     -42 |   9|      58 |    1653 |
| 808   |  0  |      18 |     -42 |  10|      58 |    1653 |
| 809   |  0  |      16 |     -42 |  11|      58 |    1653 |
| 810   |  0  |      16 |      58 |  12|      58 |    1653 |
| 811   |  0  |      17 |      58 |  13|      58 |    1653 |
| 812   |  0  |      17 |      58 |  14|      58 |    1711 |
| 813   |  0  |      16 |      58 |  15|      58 |    1711 |
| 814   |  0  |      16 |      58 |  16|      59 |    1711 |
| 815   |  0  |       4 |      58 |  17|      59 |    1711 |
| 816   |  0  |       4 |      58 |   4|      59 |    1711 |
| 817   |  0  |      16 |      58 |   5|      59 |    1711 |
| 818   |  0  |      16 |      59 |   6|      59 |    1711 |
| 819   |  0  |     100 |      59 |   7|      59 |    1711 |
| 820   |  0  |     100 |     -41 |   8|      59 |    1711 |
| 821   |  0  |      18 |     -41 |   9|      59 |    1711 |
| 822   |  0  |      18 |     -41 |  10|      59 |    1711 |
| 823   |  0  |      16 |     -41 |  11|      59 |    1711 |
| 824   |  0  |      16 |      59 |  12|      59 |    1711 |
| 825   |  0  |      17 |      59 |  13|      59 |    1711 |
| 826   |  0  |      17 |      59 |  14|      59 |    1770 |
| 827   |  0  |      16 |      59 |  15|      59 |    1770 |
| 828   |  0  |      16 |      59 |  16|      60 |    1770 |
| 829   |  0  |       4 |      59 |  17|      60 |    1770 |
| 830   |  0  |       4 |      59 |   4|      60 |    1770 |
| 831   |  0  |      16 |      59 |   5|      60 |    1770 |
| 832   |  0  |      16 |      60 |   6|      60 |    1770 |
| 833   |  0  |     100 |      60 |   7|      60 |    1770 |
| 834   |  0  |     100 |     -40 |   8|      60 |    1770 |
| 835   |  0  |      18 |     -40 |   9|      60 |    1770 |
| 836   |  0  |      18 |     -40 |  10|      60 |    1770 |
| 837   |  0  |      16 |     -40 |  11|      60 |    1770 |
| 838   |  0  |      16 |      60 |  12|      60 |    1770 |
| 839   |  0  |      17 |      60 |  13|      60 |    1770 |
| 840   |  0  |      17 |      60 |  14|      60 |    1830 |
| 841   |  0  |      16 |      60 |  15|      60 |    1830 |
| 842   |  0  |      16 |      60 |  16|      61 |    1830 |
| 843   |  0  |       4 |      60 |  17|      61 |    1830 |
| 844   |  0  |       4 |      60 |   4|      61 |    1830 |
| 845   |  0  |      16 |      60 |   5|      61 |    1830 |
| 846   |  0  |      16 |      61 |   6|      61 |    1830 |
| 847   |  0  |     100 |      61 |   7|      61 |    1830 |
| 848   |  0  |     100 |     -39 |   8|      61 |    1830 |
| 849   |  0  |      18 |     -39 |   9|      61 |    1830 |
| 850   |  0  |      18 |     -39 |  10|      61 |    1830 |
| 851   |  0  |      16 |     -39 |  11|      61 |    1830 |
| 852   |  0  |      16 |      61 |  12|      61 |    1830 |
| 853   |  0  |      17 |      61 |  13|      61 |    1830 |
| 854   |  0  |      17 |      61 |  14|      61 |    1891 |
| 855   |  0  |      16 |      61 |  15|      61 |    1891 |
| 856   |  0  |      16 |      61 |  16|      62 |    1891 |
| 857   |  0  |       4 |      61 |  17|      62 |    1891 |
| 858   |  0  |       4 |      61 |   4|      62 |    1891 |
| 859   |  0  |      16 |      61 |   5|      62 |    1891 |
| 860   |  0  |      16 |      62 |   6|      62 |    1891 |
| 861   |  0  |     100 |      62 |   7|      62 |    1891 |
| 862   |  0  |     100 |     -38 |   8|      62 |    1891 |
| 863   |  0  |      18 |     -38 |   9|      62 |    1891 |
| 864   |  0  |      18 |     -38 |  10|      62 |    1891 |
| 865   |  0  |      16 |     -38 |  11|      62 |    1891 |
| 866   |  0  |      16 |      62 |  12|      62 |    1891 |
| 867   |  0  |      17 |      62 |  13|      62 |    1891 |
| 868   |  0  |      17 |      62 |  14|      62 |    1953 |
| 869   |  0  |      16 |      62 |  15|      62 |    1953 |
| 870   |  0  |      16 |      62 |  16|      63 |    1953 |
| 871   |  0  |       4 |      62 |  17|      63 |    1953 |
| 872   |  0  |       4 |      62 |   4|      63 |    1953 |
| 873   |  0  |      16 |      62 |   5|      63 |    1953 |
| 874   |  0  |      16 |      63 |   6|      63 |    1953 |
| 875   |  0  |     100 |      63 |   7|      63 |    1953 |
| 876   |  0  |     100 |     -37 |   8|      63 |    1953 |
| 877   |  0  |      18 |     -37 |   9|      63 |    1953 |
| 878   |  0  |      18 |     -37 |  10|      63 |    1953 |
| 879   |  0  |      16 |     -37 |  11|      63 |    1953 |
| 880   |  0  |      16 |      63 |  12|      63 |    1953 |
| 881   |  0  |      17 |      63 |  13|      63 |    1953 |
| 882   |  0  |      17 |      63 |  14|      63 |    2016 |
| 883   |  0  |      16 |      63 |  15|      63 |    2016 |
| 884   |  0  |      16 |      63 |  16|      64 |    2016 |
| 885   |  0  |       4 |      63 |  17|      64 |    2016 |
| 886   |  0  |       4 |      63 |   4|      64 |    2016 |
| 887   |  0  |      16 |      63 |   5|      64 |    2016 |
| 888   |  0  |      16 |      64 |   6|      64 |    2016 |
| 889   |  0  |     100 |      64 |   7|      64 |    2016 |
| 890   |  0  |     100 |     -36 |   8|      64 |    2016 |
| 891   |  0  |      18 |     -36 |   9|      64 |    2016 |
| 892   |  0  |      18 |     -36 |  10|      64 |    2016 |
| 893   |  0  |      16 |     -36 |  11|      64 |    2016 |
| 894   |  0  |      16 |      64 |  12|      64 |    2016 |
| 895   |  0  |      17 |      64 |  13|      64 |    2016 |
| 896   |  0  |      17 |      64 |  14|      64 |    2080 |
| 897   |  0  |      16 |      64 |  15|      64 |    2080 |
| 898   |  0  |      16 |      64 |  16|      65 |    2080 |
| 899   |  0  |       4 |      64 |  17|      65 |    2080 |
| 900   |  0  |       4 |      64 |   4|      65 |    2080 |
| 901   |  0  |      16 |      64 |   5|      65 |    2080 |
| 902   |  0  |      16 |      65 |   6|      65 |    2080 |
| 903   |  0  |     100 |      65 |   7|      65 |    2080 |
| 904   |  0  |     100 |     -35 |   8|      65 |    2080 |
| 905   |  0  |      18 |     -35 |   9|      65 |    2080 |
| 906   |  0  |      18 |     -35 |  10|      65 |    2080 |
| 907   |  0  |      16 |     -35 |  11|      65 |    2080 |
| 908   |  0  |      16 |      65 |  12|      65 |    2080 |
| 909   |  0  |      17 |      65 |  13|      65 |    2080 |
| 910   |  0  |      17 |      65 |  14|      65 |    2145 |
| 911   |  0  |      16 |      65 |  15|      65 |    2145 |
| 912   |  0  |      16 |      65 |  16|      66 |    2145 |
| 913   |  0  |       4 |      65 |  17|      66 |    2145 |
| 914   |  0  |       4 |      65 |   4|      66 |    2145 |
| 915   |  0  |      16 |      65 |   5|      66 |    2145 |
| 916   |  0  |      16 |      66 |   6|      66 |    2145 |
| 917   |  0  |     100 |      66 |   7|      66 |    2145 |
| 918   |  0  |     100 |     -34 |   8|      66 |    2145 |
| 919   |  0  |      18 |     -34 |   9|      66 |    2145 |
| 920   |  0  |      18 |     -34 |  10|      66 |    2145 |
| 921   |  0  |      16 |     -34 |  11|      66 |    2145 |
| 922   |  0  |      16 |      66 |  12|      66 |    2145 |
| 923   |  0  |      17 |      66 |  13|      66 |    2145 |
| 924   |  0  |      17 |      66 |  14|      66 |    2211 |
| 925   |  0  |      16 |      66 |  15|      66 |    2211 |
| 926   |  0  |      16 |      66 |  16|      67 |    2211 |
| 927   |  0  |       4 |      66 |  17|      67 |    2211 |
| 928   |  0  |       4 |      66 |   4|      67 |    2211 |
| 929   |  0  |      16 |      66 |   5|      67 |    2211 |
| 930   |  0  |      16 |      67 |   6|      67 |    2211 |
| 931   |  0  |     100 |      67 |   7|      67 |    2211 |
| 932   |  0  |     100 |     -33 |   8|      67 |    2211 |
| 933   |  0  |      18 |     -33 |   9|      67 |    2211 |
| 934   |  0  |      18 |     -33 |  10|      67 |    2211 |
| 935   |  0  |      16 |     -33 |  11|      67 |    2211 |
| 936   |  0  |      16 |      67 |  12|      67 |    2211 |
| 937   |  0  |      17 |      67 |  13|      67 |    2211 |
| 938   |  0  |      17 |      67 |  14|      67 |    2278 |
| 939   |  0  |      16 |      67 |  15|      67 |    2278 |
| 940   |  0  |      16 |      67 |  16|      68 |    2278 |
| 941   |  0  |       4 |      67 |  17|      68 |    2278 |
